investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level
2887,INV102886,Swati Agarwal,48,Hyderabad,Karnataka,Gold,Medium,4051445.0,818391.89,2.6575,2022-09-03,2025-04-30,20.200000000000003,4051445.0,2,3,2.4000000000000004,High
2888,INV102887,Prakash Deshmukh,45,Mumbai,Tamil Nadu,Equity,High,1711546.0,176631.55,1.6329,2018-07-15,2020-03-02,10.320000163594784,1711546.0,3,2,2.5999999999999996,High
2889,INV102888,Sunil Sharma,52,Mumbai,Karnataka,Mutual Fund,Medium,4219274.0,724449.35,1.6904,2020-01-21,2021-09-29,17.17000009954319,4219274.0,2,3,2.4000000000000004,High
2890,INV102889,Anjali Verma,43,Delhi,Karnataka,Equity,High,4811718.0,701548.48,2.126,2022-07-04,2024-08-18,14.579999908556568,4811718.0,3,2,2.5999999999999996,High
2891,INV102890,Vikas Agarwal,52,Hyderabad,Gujarat,Equity,High,893608.0,133773.12,1.4877,2019-05-25,2020-11-18,14.970000268574141,893608.0,3,2,2.5999999999999996,High
2892,INV102891,Neha Joshi,26,Nagpur,Tamil Nadu,Gold,Medium,1888176.0,212042.16,2.9945,2023-06-06,2026-06-03,11.22999974578641,1888176.0,2,2,2.0,Medium
2893,INV102892,Sunil Agarwal,65,Mumbai,Karnataka,Gold,Medium,3038470.0,203577.49,1.3014,2018-10-12,2020-01-30,6.699999999999999,3038470.0,2,1,1.6,Low
2894,INV102893,Sneha Joshi,56,Chennai,Maharashtra,Debt Fund,Low,1145686.0,47431.4,5.1973,2019-12-31,2025-03-11,4.13999996508642,1145686.0,1,1,1.0,Low
2895,INV102894,Shilpa Verma,49,Jaipur,Telangana,Mutual Fund,Medium,837662.0,150025.26,4.9151,2018-06-20,2023-05-19,17.90999949860445,837662.0,2,3,2.4000000000000004,High
2896,INV102895,Sunil Sharma,65,Bengaluru,Tamil Nadu,ETF,Medium,3261635.0,599814.68,2.2877,2022-07-04,2024-10-16,18.390000107308147,3261635.0,2,3,2.4000000000000004,High
2897,INV102896,Ritu Sharma,53,Delhi,Karnataka,Equity,High,2881601.0,617527.09,2.8548,2020-05-07,2023-03-15,21.429999850777396,2881601.0,3,3,3.0,High
2898,INV102897,Rajesh Agarwal,58,Hyderabad,Delhi,Fixed Deposit,Low,2105909.0,96450.63,4.8329,2020-03-21,2025-01-18,4.5799998955320484,2105909.0,1,1,1.0,Low
2899,INV102898,Neha Kulkarni,59,Hyderabad,Delhi,Equity,High,489585.0,46412.66,1.3616,2021-08-29,2023-01-08,9.480000408509248,489585.0,3,2,2.5999999999999996,High
2900,INV102899,Sunil Agarwal,37,Mumbai,West Bengal,Gold,Medium,1796866.0,163874.18,2.389,2022-01-21,2024-06-11,9.120000044521962,1796866.0,2,2,2.0,Medium
2901,INV102900,Amit Khan,59,Pune,Gujarat,Debt Fund,Low,3289562.0,546067.29,1.2959,2021-12-05,2023-03-23,16.599999939201634,3289562.0,1,3,1.8000000000000003,Medium
2902,INV102901,Anjali Sharma,42,Mumbai,Delhi,Mutual Fund,Medium,3966261.0,182051.38,5.411,2018-07-16,2023-12-12,4.590000002521267,3966261.0,2,1,1.6,Low
2903,INV102902,Deepak Khan,55,Kolkata,West Bengal,Gold,Medium,1622850.0,226063.01,2.2548,2022-07-07,2024-10-07,13.930000308099949,1622850.0,2,2,2.0,Medium
2904,INV102903,Nikita Verma,56,Jaipur,Telangana,Equity,High,4008539.0,433323.07,2.989,2018-03-17,2021-03-12,10.810000102281654,4008539.0,3,2,2.5999999999999996,High
2905,INV102904,Swati Verma,49,Delhi,Delhi,Gold,Medium,780402.0,169035.07,3.0356,2022-01-16,2025-01-28,21.65999958995492,780402.0,2,3,2.4000000000000004,High
2906,INV102905,Rajesh Kulkarni,27,Hyderabad,Tamil Nadu,Debt Fund,Low,3352379.0,307748.39,4.3781,2020-11-29,2025-04-15,9.179999934374962,3352379.0,1,2,1.4,Low
2907,INV102906,Amit Mehta,49,Mumbai,Tamil Nadu,Gold,Medium,3002205.0,428714.87,3.6192,2020-01-25,2023-09-07,14.279999866764594,3002205.0,2,2,2.0,Medium
2908,INV102907,Anil Patil,53,Jaipur,Karnataka,Gold,Medium,303599.0,37767.72,3.3863,2019-10-19,2023-03-08,12.440001449280135,303599.0,2,2,2.0,Medium
2909,INV102908,Suresh Verma,60,Ahmedabad,Maharashtra,ETF,Medium,1279365.0,276470.78,3.1479,2021-09-08,2024-10-31,21.61000027357322,1279365.0,2,3,2.4000000000000004,High
2910,INV102909,Swati Kulkarni,61,Ahmedabad,Delhi,ETF,Medium,2047841.0,242669.16,1.3808,2021-08-22,2023-01-08,11.850000073247873,2047841.0,2,2,2.0,Medium
2911,INV102910,Kavita Patil,58,Hyderabad,Rajasthan,Gold,Medium,610950.0,120357.15,4.8712,2020-10-20,2025-09-02,19.7,610950.0,2,3,2.4000000000000004,High
2912,INV102911,Anjali Patil,49,Pune,Delhi,Fixed Deposit,Low,4358769.0,790244.82,4.3014,2021-10-06,2026-01-23,18.13000000688268,4358769.0,1,3,1.8000000000000003,Medium
2913,INV102912,Deepak Gupta,63,Chennai,Delhi,Fixed Deposit,Low,3565779.0,339105.58,3.5205,2020-10-02,2024-04-09,9.509999918671348,3565779.0,1,2,1.4,Low
2914,INV102913,Deepak Gupta,50,Jaipur,Rajasthan,Debt Fund,Low,1452388.0,67681.28,1.674,2023-01-21,2024-09-23,4.6599999449183,1452388.0,1,1,1.0,Low
2915,INV102914,Sneha Mehta,42,Kolkata,Telangana,Debt Fund,Low,1665557.0,172052.04,1.5918,2020-01-01,2021-08-04,10.330000114075952,1665557.0,1,2,1.4,Low
2916,INV102915,Rajesh Joshi,53,Kolkata,Rajasthan,Fixed Deposit,Low,4822095.0,306203.03,3.7863,2022-01-28,2025-11-10,6.349999948155315,4822095.0,1,1,1.0,Low
2917,INV102916,Pooja Agarwal,63,Pune,Karnataka,Debt Fund,Low,2994181.0,472481.76,2.3178,2021-01-04,2023-04-30,15.779999939883393,2994181.0,1,3,1.8000000000000003,Medium
2918,INV102917,Kavita Kulkarni,52,Nagpur,Gujarat,Gold,Medium,502799.0,96336.29,4.9096,2018-05-07,2023-04-03,19.16000031821861,502799.0,2,3,2.4000000000000004,High
2919,INV102918,Deepak Gupta,40,Delhi,Delhi,Mutual Fund,Medium,946977.0,134754.83,2.0603,2021-03-24,2023-04-15,14.230000306237637,946977.0,2,2,2.0,Medium
2920,INV102919,Shilpa Patil,57,Hyderabad,Telangana,Mutual Fund,Medium,4213027.0,590666.39,3.2055,2021-08-06,2024-10-19,14.020000109185155,4213027.0,2,2,2.0,Medium
2921,INV102920,Nikita Kulkarni,60,Bengaluru,Rajasthan,Fixed Deposit,Low,2980679.0,214608.89,1.7616,2018-04-20,2020-01-23,7.200000067098805,2980679.0,1,1,1.0,Low
2922,INV102921,Swati Deshmukh,43,Pune,Rajasthan,Mutual Fund,Medium,1762768.0,247668.9,4.726,2022-10-17,2027-07-08,14.04999977308415,1762768.0,2,2,2.0,Medium
2923,INV102922,Anjali Mehta,57,Hyderabad,Maharashtra,Mutual Fund,Medium,1585817.0,291948.91,1.463,2019-03-29,2020-09-13,18.410000018917692,1585817.0,2,3,2.4000000000000004,High
2924,INV102923,Rahul Gupta,45,Kolkata,Rajasthan,Fixed Deposit,Low,2522830.0,412230.42,3.0932,2020-06-18,2023-07-22,16.33999992072395,2522830.0,1,3,1.8000000000000003,Medium
2925,INV102924,Deepak Kulkarni,45,Hyderabad,Telangana,Fixed Deposit,Low,2722081.0,208783.61,2.6877,2021-10-02,2024-06-09,7.669999900811181,2722081.0,1,1,1.0,Low
2926,INV102925,Swati Patil,54,Mumbai,Tamil Nadu,Fixed Deposit,Low,841656.0,44102.77,1.1753,2019-12-22,2021-02-23,5.239999477221097,841656.0,1,1,1.0,Low
2927,INV102926,Pooja Agarwal,36,Delhi,Telangana,Fixed Deposit,Low,1777856.0,192897.38,3.5288,2020-02-04,2023-08-15,10.8500002249901,1777856.0,1,2,1.4,Low
2928,INV102927,Shilpa Joshi,45,Mumbai,Gujarat,Fixed Deposit,Low,4694959.0,507055.57,1.0247,2020-08-01,2021-08-10,10.799999957401118,4694959.0,1,2,1.4,Low
2929,INV102928,Rajesh Verma,28,Mumbai,Tamil Nadu,Mutual Fund,Medium,2111170.0,378532.78,2.5288,2023-02-19,2025-08-30,17.9299999526329,2111170.0,2,3,2.4000000000000004,High
2930,INV102929,Anil Verma,25,Ahmedabad,Delhi,Fixed Deposit,Low,4175724.0,362870.42,4.2795,2019-07-25,2023-11-03,8.690000105370949,4175724.0,1,2,1.4,Low
2931,INV102930,Deepak Patil,65,Hyderabad,Rajasthan,Debt Fund,Low,3686799.0,553019.85,1.6356,2021-08-06,2023-03-26,15.0,3686799.0,1,2,1.4,Low
2932,INV102931,Suresh Gupta,56,Delhi,Tamil Nadu,Gold,Medium,2772670.0,508507.68,1.5644,2018-06-08,2019-12-31,18.340000072132636,2772670.0,2,3,2.4000000000000004,High
2933,INV102932,Prakash Patil,49,Bengaluru,West Bengal,Debt Fund,Low,646363.0,100638.72,3.3096,2022-09-11,2026-01-01,15.570000139240644,646363.0,1,3,1.8000000000000003,Medium
2934,INV102933,Neha Kulkarni,49,Nagpur,Telangana,Fixed Deposit,Low,1564544.0,63520.49,2.2932,2018-09-10,2020-12-25,4.060000230098994,1564544.0,1,1,1.0,Low
2935,INV102934,Prakash Deshmukh,42,Chennai,Maharashtra,Fixed Deposit,Low,4312023.0,821871.58,2.3808,2020-06-29,2022-11-15,19.05999991187431,4312023.0,1,3,1.8000000000000003,Medium
2936,INV102935,Sneha Sharma,40,Mumbai,Rajasthan,Fixed Deposit,Low,2374226.0,296778.25,1.2822,2021-09-17,2022-12-29,12.5,2374226.0,1,2,1.4,Low
2937,INV102936,Rajesh Verma,36,Nagpur,Karnataka,Debt Fund,Low,3198678.0,190321.34,1.4164,2018-10-01,2020-03-01,5.949999968737084,3198678.0,1,1,1.0,Low
2938,INV102937,Nikita Gupta,52,Pune,West Bengal,Debt Fund,Low,4290323.0,432464.56,1.2329,2020-11-19,2022-02-12,10.08000003729323,4290323.0,1,2,1.4,Low
2939,INV102938,Amit Patil,58,Jaipur,Delhi,Debt Fund,Low,2031500.0,327680.95,5.0986,2020-01-07,2025-02-10,16.13,2031500.0,1,3,1.8000000000000003,Medium
2940,INV102939,Pooja Mehta,60,Jaipur,Maharashtra,ETF,Medium,2880113.0,401199.74,1.5534,2021-06-08,2022-12-27,13.929999968751225,2880113.0,2,2,2.0,Medium
2941,INV102940,Rakesh Verma,43,Jaipur,Tamil Nadu,Fixed Deposit,Low,2750285.0,403466.81,4.2795,2022-07-26,2026-11-04,14.670000018179936,2750285.0,1,2,1.4,Low
2942,INV102941,Pooja Agarwal,61,Jaipur,Delhi,Debt Fund,Low,1124076.0,102515.73,3.8795,2019-03-20,2023-02-03,9.119999893245652,1124076.0,1,2,1.4,Low
2943,INV102942,Amit Verma,53,Mumbai,Karnataka,Equity,High,3657683.0,358087.17,1.9096,2018-09-05,2020-08-02,9.790000117560762,3657683.0,3,2,2.5999999999999996,High
2944,INV102943,Shilpa Joshi,58,Chennai,West Bengal,Fixed Deposit,Low,4445380.0,695257.43,4.4685,2020-06-11,2024-11-28,15.63999995500947,4445380.0,1,3,1.8000000000000003,Medium
2945,INV102944,Rakesh Deshmukh,49,Hyderabad,Delhi,Gold,Medium,821619.0,135074.16,4.3644,2019-01-18,2023-05-30,16.439999561840708,821619.0,2,3,2.4000000000000004,High
2946,INV102945,Deepak Patil,32,Pune,Delhi,Mutual Fund,Medium,2491018.0,410768.87,2.7562,2023-02-05,2025-11-07,16.490000072259615,2491018.0,2,3,2.4000000000000004,High
2947,INV102946,Priya Patil,40,Nagpur,Tamil Nadu,ETF,Medium,2839436.0,564763.82,3.2575,2020-01-06,2023-04-09,19.88999998591269,2839436.0,2,3,2.4000000000000004,High
2948,INV102947,Kavita Patil,50,Pune,Telangana,Mutual Fund,Medium,1251799.0,83369.81,2.411,2022-02-13,2024-07-12,6.6599997283909005,1251799.0,2,1,1.6,Low
2949,INV102948,Rajesh Patil,40,Kolkata,Maharashtra,Gold,Medium,1369687.0,132037.83,5.2493,2023-06-05,2028-09-02,9.640000233630017,1369687.0,2,2,2.0,Medium
2950,INV102949,Deepak Khan,59,Chennai,Gujarat,Gold,Medium,448620.0,43067.52,5.1041,2023-02-25,2028-04-02,9.6,448620.0,2,2,2.0,Medium
2951,INV102950,Anil Verma,27,Hyderabad,Karnataka,Debt Fund,Low,4722136.0,784346.79,3.7288,2020-10-19,2024-07-11,16.61000000847074,4722136.0,1,3,1.8000000000000003,Medium
2952,INV102951,Pooja Verma,26,Nagpur,Tamil Nadu,Gold,Medium,634186.0,27713.93,1.2,2021-12-02,2023-02-13,4.3700002838284036,634186.0,2,1,1.6,Low
2953,INV102952,Suresh Agarwal,59,Jaipur,Karnataka,Gold,Medium,1354013.0,138109.33,2.6219,2019-12-11,2022-07-25,10.200000295418137,1354013.0,2,2,2.0,Medium
2954,INV102953,Sunil Khan,60,Nagpur,Telangana,Fixed Deposit,Low,3844027.0,674242.34,5.0,2021-12-24,2026-12-23,17.54000010926042,3844027.0,1,3,1.8000000000000003,Medium
2955,INV102954,Kavita Deshmukh,65,Kolkata,Gujarat,Fixed Deposit,Low,4824907.0,340155.94,2.0685,2021-03-26,2023-04-20,7.0499999274597425,4824907.0,1,1,1.0,Low
2956,INV102955,Anjali Deshmukh,30,Jaipur,Telangana,Equity,High,533292.0,47676.3,2.9753,2019-04-21,2022-04-11,8.939999099930244,533292.0,3,2,2.5999999999999996,High
2957,INV102956,Deepak Gupta,40,Kolkata,Maharashtra,Debt Fund,Low,3776747.0,614476.74,1.4521,2021-10-13,2023-03-27,16.27000008208122,3776747.0,1,3,1.8000000000000003,Medium
2958,INV102957,Ritu Gupta,25,Jaipur,Tamil Nadu,ETF,Medium,4136630.0,897648.71,3.7808,2018-01-07,2021-10-18,21.7,4136630.0,2,3,2.4000000000000004,High
2959,INV102958,Sneha Agarwal,33,Delhi,Maharashtra,Debt Fund,Low,3551238.0,268473.59,3.8301,2020-02-13,2023-12-12,7.559999921154257,3551238.0,1,1,1.0,Low
2960,INV102959,Rajesh Gupta,42,Nagpur,West Bengal,Fixed Deposit,Low,3206502.0,170265.26,4.0986,2019-06-11,2023-07-16,5.310000118509205,3206502.0,1,1,1.0,Low
2961,INV102960,Rahul Gupta,64,Hyderabad,Tamil Nadu,Equity,High,1045753.0,78745.2,4.9699,2019-01-22,2024-01-10,7.529999913937613,1045753.0,3,1,2.1999999999999997,Medium
2962,INV102961,Rakesh Sharma,63,Kolkata,Tamil Nadu,Debt Fund,Low,1946249.0,308869.72,5.1945,2023-03-01,2028-05-09,15.870000190109282,1946249.0,1,3,1.8000000000000003,Medium
2963,INV102962,Kavita Gupta,63,Hyderabad,Maharashtra,Debt Fund,Low,2132672.0,460443.88,2.2849,2020-05-28,2022-09-09,21.58999977493023,2132672.0,1,3,1.8000000000000003,Medium
2964,INV102963,Sunil Kulkarni,33,Kolkata,Rajasthan,Equity,High,2191044.0,283521.09,1.789,2018-10-19,2020-08-02,12.939999835694765,2191044.0,3,2,2.5999999999999996,High
2965,INV102964,Priya Verma,33,Kolkata,Delhi,Fixed Deposit,Low,1867001.0,371533.2,2.2137,2018-12-20,2021-03-07,19.900000053561836,1867001.0,1,3,1.8000000000000003,Medium
2966,INV102965,Anjali Gupta,33,Pune,Karnataka,Gold,Medium,4983207.0,872061.22,2.7233,2022-10-29,2025-07-19,17.499999899663006,4983207.0,2,3,2.4000000000000004,High
2967,INV102966,Suresh Verma,44,Delhi,Delhi,Equity,High,3749317.0,314942.63,2.2192,2022-12-31,2025-03-20,8.40000005334305,3749317.0,3,2,2.5999999999999996,High
2968,INV102967,Neha Khan,41,Mumbai,Telangana,Fixed Deposit,Low,4426756.0,498010.05,3.4219,2018-04-21,2021-09-21,11.25,4426756.0,1,2,1.4,Low
2969,INV102968,Suresh Sharma,27,Pune,Karnataka,Debt Fund,Low,356971.0,29914.17,3.0877,2021-01-25,2024-02-26,8.38000005602696,356971.0,1,2,1.4,Low
2970,INV102969,Shilpa Kulkarni,52,Chennai,Rajasthan,Fixed Deposit,Low,2320867.0,102814.41,1.7534,2018-04-04,2020-01-04,4.430000081865957,2320867.0,1,1,1.0,Low
2971,INV102970,Swati Mehta,25,Nagpur,Maharashtra,Debt Fund,Low,1806922.0,132086.0,4.4027,2021-03-09,2025-08-02,7.310000099616917,1806922.0,1,1,1.0,Low
2972,INV102971,Prakash Kulkarni,33,Mumbai,Gujarat,Debt Fund,Low,2812110.0,448812.76,2.1479,2022-01-23,2024-03-17,15.960000142241949,2812110.0,1,3,1.8000000000000003,Medium
2973,INV102972,Suresh Sharma,65,Pune,Telangana,Equity,High,577357.0,106753.31,1.0082,2020-03-20,2021-03-23,18.490000121242144,577357.0,3,3,3.0,High
2974,INV102973,Anil Sharma,55,Nagpur,Telangana,Fixed Deposit,Low,3273476.0,327674.95,2.7014,2021-03-15,2023-11-26,10.010000073316561,3273476.0,1,2,1.4,Low
2975,INV102974,Suresh Mehta,49,Ahmedabad,Rajasthan,ETF,Medium,3750589.0,659728.61,1.7315,2020-08-08,2022-05-02,17.590000130646146,3750589.0,2,3,2.4000000000000004,High
2976,INV102975,Suresh Deshmukh,57,Kolkata,Delhi,Mutual Fund,Medium,4008052.0,514633.88,3.0795,2020-06-15,2023-07-14,12.840000079839283,4008052.0,2,2,2.0,Medium
2977,INV102976,Anjali Patil,27,Ahmedabad,Rajasthan,Mutual Fund,Medium,4705058.0,259248.7,4.4466,2019-04-03,2023-09-12,5.510000089265637,4705058.0,2,1,1.6,Low
2978,INV102977,Shilpa Agarwal,57,Kolkata,Telangana,Debt Fund,Low,3230351.0,197051.41,5.1479,2019-12-01,2025-01-22,6.099999969043612,3230351.0,1,1,1.0,Low
2979,INV102978,Kavita Kulkarni,27,Pune,West Bengal,Gold,Medium,4860044.0,980756.88,4.2466,2023-05-24,2027-08-21,20.180000016460756,4860044.0,2,3,2.4000000000000004,High
2980,INV102979,Priya Gupta,40,Nagpur,Maharashtra,Debt Fund,Low,4478179.0,446474.45,1.5945,2021-03-10,2022-10-13,9.97000008262287,4478179.0,1,2,1.4,Low
2981,INV102980,Anjali Verma,61,Bengaluru,Maharashtra,Gold,Medium,2764116.0,409641.99,2.0247,2021-04-10,2023-04-19,14.819999956586482,2764116.0,2,2,2.0,Medium
2982,INV102981,Rahul Mehta,65,Hyderabad,Telangana,Gold,Medium,2834135.0,545570.99,1.7863,2018-01-18,2019-11-01,19.250000088210335,2834135.0,2,3,2.4000000000000004,High
2983,INV102982,Pooja Gupta,39,Bengaluru,Tamil Nadu,Equity,High,2541302.0,186785.7,3.0137,2019-12-11,2022-12-15,7.350000118049725,2541302.0,3,1,2.1999999999999997,Medium
2984,INV102983,Shilpa Joshi,59,Nagpur,Delhi,Equity,High,4529768.0,758736.14,3.6247,2020-07-22,2024-03-06,16.75,4529768.0,3,3,3.0,High
2985,INV102984,Amit Khan,44,Pune,Delhi,Mutual Fund,Medium,4021278.0,725036.42,2.5534,2018-01-19,2020-08-08,18.029999915449764,4021278.0,2,3,2.4000000000000004,High
2986,INV102985,Amit Kulkarni,31,Bengaluru,Gujarat,Gold,Medium,1086256.0,178037.36,4.0137,2020-10-04,2024-10-08,16.390000147294927,1086256.0,2,3,2.4000000000000004,High
2987,INV102986,Anil Kulkarni,44,Mumbai,Tamil Nadu,Fixed Deposit,Low,4577315.0,527764.42,3.4301,2018-11-02,2022-04-07,11.530000010923436,4577315.0,1,2,1.4,Low
2988,INV102987,Anjali Mehta,25,Delhi,Karnataka,Debt Fund,Low,4142804.0,227025.66,3.8164,2018-08-29,2022-06-22,5.480000019310593,4142804.0,1,1,1.0,Low
2989,INV102988,Amit Mehta,40,Bengaluru,Gujarat,ETF,Medium,594316.0,97883.85,5.4082,2019-04-05,2024-08-30,16.47000080765115,594316.0,2,3,2.4000000000000004,High
2990,INV102989,Rajesh Khan,28,Mumbai,Tamil Nadu,Mutual Fund,Medium,4646898.0,659394.83,4.6877,2020-09-15,2025-05-23,14.190000081774981,4646898.0,2,2,2.0,Medium
2991,INV102990,Shilpa Khan,61,Bengaluru,Gujarat,Fixed Deposit,Low,1048095.0,193373.53,5.1534,2021-05-03,2026-06-27,18.450000238528,1048095.0,1,3,1.8000000000000003,Medium
2992,INV102991,Deepak Sharma,30,Bengaluru,Telangana,Mutual Fund,Medium,4118453.0,181211.93,1.589,2018-09-06,2020-04-08,4.399999951438076,4118453.0,2,1,1.6,Low
2993,INV102992,Rakesh Joshi,32,Kolkata,West Bengal,Fixed Deposit,Low,2417007.0,497903.44,3.0849,2022-07-29,2025-08-28,20.59999991725303,2417007.0,1,3,1.8000000000000003,Medium
2994,INV102993,Anjali Kulkarni,37,Hyderabad,Gujarat,ETF,Medium,4181481.0,209910.35,5.2575,2019-05-11,2024-08-11,5.020000090876893,4181481.0,2,1,1.6,Low
2995,INV102994,Neha Deshmukh,49,Hyderabad,Delhi,ETF,Medium,437686.0,94146.26,4.863,2022-05-21,2027-03-31,21.510000319864012,437686.0,2,3,2.4000000000000004,High
2996,INV102995,Suresh Verma,62,Nagpur,Maharashtra,Gold,Medium,1923899.0,119666.52,1.611,2019-06-13,2021-01-21,6.220000114351118,1923899.0,2,1,1.6,Low
2997,INV102996,Rahul Sharma,48,Nagpur,Delhi,ETF,Medium,1059503.0,89633.95,2.1425,2021-04-09,2023-05-31,8.45999964134127,1059503.0,2,2,2.0,Medium
2998,INV102997,Sunil Gupta,37,Nagpur,West Bengal,Gold,Medium,1575313.0,246378.95,3.4548,2023-03-15,2026-08-27,15.639999796865766,1575313.0,2,3,2.4000000000000004,High
2999,INV102998,Nikita Khan,64,Bengaluru,Karnataka,Gold,Medium,3633936.0,216582.59,5.2877,2021-09-30,2027-01-12,5.960000121080833,3633936.0,2,1,1.6,Low
3000,INV102999,Deepak Mehta,45,Chennai,Karnataka,ETF,Medium,915306.0,124573.15,2.7644,2019-11-06,2022-08-11,13.610000371460472,915306.0,2,2,2.0,Medium
3001,INV103000,Swati Kulkarni,27,Delhi,Karnataka,Mutual Fund,Medium,3293248.0,167297.0,4.4329,2022-10-10,2027-03-16,5.080000048584255,3293248.0,2,1,1.6,Low
3002,INV103001,Deepak Gupta,35,Hyderabad,Maharashtra,Gold,Medium,3307460.0,485535.13,1.3123,2020-11-12,2022-03-06,14.680000060469364,3307460.0,2,2,2.0,Medium
3003,INV103002,Anjali Deshmukh,48,Bengaluru,Karnataka,Debt Fund,Low,4369761.0,738052.63,4.8493,2021-04-14,2026-02-17,16.889999933634815,4369761.0,1,3,1.8000000000000003,Medium
3004,INV103003,Rajesh Khan,49,Jaipur,Telangana,Equity,High,4170840.0,536370.02,5.3671,2019-08-08,2024-12-18,12.859999904096059,4170840.0,3,2,2.5999999999999996,High
3005,INV103004,Swati Joshi,57,Chennai,Tamil Nadu,Fixed Deposit,Low,2568202.0,475631.01,3.1671,2018-01-18,2021-03-19,18.5199999844249,2568202.0,1,3,1.8000000000000003,Medium
3006,INV103005,Anjali Khan,39,Bengaluru,Gujarat,Equity,High,4037573.0,425963.95,3.7863,2019-03-02,2022-12-13,10.549999962848968,4037573.0,3,2,2.5999999999999996,High
3007,INV103006,Anjali Patil,48,Hyderabad,Telangana,Fixed Deposit,Low,1372002.0,84789.72,1.1342,2019-06-05,2020-07-23,6.179999737609712,1372002.0,1,1,1.0,Low
3008,INV103007,Sunil Patil,65,Kolkata,Maharashtra,Gold,Medium,976616.0,171884.42,4.4466,2022-09-04,2027-02-13,17.60000040957756,976616.0,2,3,2.4000000000000004,High
3009,INV103008,Rakesh Mehta,43,Pune,Gujarat,Equity,High,3531442.0,746546.84,5.4548,2023-04-06,2028-09-17,21.140000033980453,3531442.0,3,3,3.0,High
3010,INV103009,Swati Kulkarni,40,Bengaluru,Karnataka,Gold,Medium,3318322.0,167907.09,4.8164,2022-03-16,2027-01-07,5.059999903565718,3318322.0,2,1,1.6,Low
3011,INV103010,Ritu Khan,41,Bengaluru,West Bengal,Debt Fund,Low,3198823.0,217519.96,1.5068,2020-05-25,2021-11-26,6.799999874954006,3198823.0,1,1,1.0,Low
3012,INV103011,Shilpa Verma,36,Delhi,Delhi,Gold,Medium,3172454.0,532972.27,5.1123,2020-07-23,2025-09-01,16.79999993695732,3172454.0,2,3,2.4000000000000004,High
3013,INV103012,Anjali Verma,58,Nagpur,Karnataka,ETF,Medium,2615053.0,425207.62,1.8055,2022-06-29,2024-04-18,16.260000084128315,2615053.0,2,3,2.4000000000000004,High
3014,INV103013,Anil Mehta,49,Kolkata,Gujarat,Debt Fund,Low,398545.0,27539.46,3.211,2019-03-04,2022-05-19,6.910000125456348,398545.0,1,1,1.0,Low
3015,INV103014,Neha Gupta,31,Nagpur,Gujarat,Mutual Fund,Medium,2521739.0,544947.8,3.1836,2023-03-06,2026-05-11,21.610000083275867,2521739.0,2,3,2.4000000000000004,High
3016,INV103015,Anil Joshi,63,Mumbai,Rajasthan,ETF,Medium,1229866.0,262822.36,1.7616,2023-04-05,2025-01-07,21.36999965849938,1229866.0,2,3,2.4000000000000004,High
3017,INV103016,Anil Mehta,51,Kolkata,Tamil Nadu,Mutual Fund,Medium,3039627.0,443177.62,3.9507,2023-04-23,2027-04-04,14.580000111855828,3039627.0,2,2,2.0,Medium
3018,INV103017,Sunil Mehta,37,Kolkata,Telangana,Fixed Deposit,Low,1963249.0,191024.13,5.2192,2023-02-09,2028-04-28,9.73000011715274,1963249.0,1,2,1.4,Low
3019,INV103018,Amit Patil,49,Kolkata,Rajasthan,Mutual Fund,Medium,1769566.0,96264.39,1.2301,2018-09-03,2019-11-26,5.439999977395588,1769566.0,2,1,1.6,Low
3020,INV103019,Shilpa Agarwal,61,Hyderabad,Telangana,Gold,Medium,1824957.0,366633.86,4.9096,2023-05-08,2028-04-03,20.089999928765444,1824957.0,2,3,2.4000000000000004,High
3021,INV103020,Vikas Sharma,60,Pune,Rajasthan,Mutual Fund,Medium,3190317.0,401341.88,2.9973,2018-02-23,2021-02-21,12.580000043882785,3190317.0,2,2,2.0,Medium
3022,INV103021,Sunil Mehta,53,Pune,Karnataka,Fixed Deposit,Low,4967619.0,1082444.18,2.1753,2021-06-29,2023-09-01,21.78999999798696,4967619.0,1,3,1.8000000000000003,Medium
3023,INV103022,Prakash Joshi,46,Nagpur,Rajasthan,ETF,Medium,1817072.0,363414.4,5.1616,2018-06-25,2023-08-22,20.0,1817072.0,2,3,2.4000000000000004,High
3024,INV103023,Shilpa Patil,51,Mumbai,Maharashtra,Gold,Medium,3329943.0,496827.5,1.1479,2021-11-27,2023-01-20,14.920000132134396,3329943.0,2,2,2.0,Medium
3025,INV103024,Rakesh Joshi,62,Hyderabad,Karnataka,Mutual Fund,Medium,430847.0,60706.34,1.8767,2018-06-24,2020-05-09,14.089999466167805,430847.0,2,2,2.0,Medium
3026,INV103025,Deepak Verma,45,Hyderabad,Delhi,Gold,Medium,2912448.0,415315.08,2.3151,2018-09-27,2021-01-19,14.25999983519019,2912448.0,2,2,2.0,Medium
3027,INV103026,Shilpa Joshi,28,Mumbai,Tamil Nadu,Equity,High,447934.0,33863.81,4.0904,2022-08-05,2026-09-06,7.559999910701129,447934.0,3,1,2.1999999999999997,Medium
3028,INV103027,Sunil Sharma,28,Ahmedabad,Gujarat,Gold,Medium,298878.0,21070.9,1.6822,2019-07-27,2021-04-01,7.05000033458468,298878.0,2,1,1.6,Low
