investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level,years_invested,ending_value,cagr_percent
2820,INV102819,Rajesh Khan,65,Kolkata,Delhi,Debt Fund,Low,4547333.0,545679.96,4.4712,2020-02-28,2024-08-17,12.0,4547333.0,1,2,1.4,Low,4.471232876712329,5093012.96,2.56701283079952
2821,INV102820,Rahul Patil,41,Hyderabad,Telangana,Gold,Medium,2201634.0,197046.24,2.7918,2019-06-02,2022-03-17,8.949999863737569,2201634.0,2,2,2.0,Medium,2.791780821917808,2398680.24,3.1180242581829054
2822,INV102821,Shilpa Khan,50,Delhi,Tamil Nadu,Debt Fund,Low,246641.0,34677.72,5.1945,2022-08-31,2027-11-09,14.059998134941068,246641.0,1,2,1.4,Low,5.1945205479452055,281318.72,2.564903205476865
2823,INV102822,Rahul Mehta,58,Hyderabad,Telangana,Fixed Deposit,Low,2188296.0,261282.54,4.1068,2019-07-27,2023-09-03,11.939999890325623,2188296.0,1,2,1.4,Low,4.1068493150684935,2449578.54,2.784519190069701
2824,INV102823,Nikita Verma,40,Jaipur,Gujarat,Debt Fund,Low,4676815.0,499951.52,2.0466,2019-01-22,2021-02-07,10.689999925162745,4676815.0,1,2,1.4,Low,2.0465753424657533,5176766.52,5.0877977446945
2825,INV102824,Amit Mehta,39,Delhi,Maharashtra,Debt Fund,Low,4602858.0,219556.33,5.3808,2022-07-20,2027-12-05,4.770000073867149,4602858.0,1,1,1.0,Low,5.380821917808219,4822414.33,0.8697487853955188
2826,INV102825,Rajesh Sharma,45,Mumbai,Karnataka,Gold,Medium,210971.0,35843.97,4.9616,2018-12-28,2023-12-13,16.98999862540349,210971.0,2,3,2.4000000000000004,High,4.961643835616439,246814.97,3.213168958872359
2827,INV102826,Deepak Deshmukh,43,Kolkata,Tamil Nadu,ETF,Medium,2133246.0,419182.84,3.4219,2021-04-05,2024-09-05,19.65000004687692,2133246.0,2,3,2.4000000000000004,High,3.421917808219178,2552428.84,5.382555110750831
2828,INV102827,Anil Mehta,37,Bengaluru,Delhi,Debt Fund,Low,3505914.0,685406.19,2.2247,2019-05-23,2021-08-12,19.550000085569696,3505914.0,1,3,1.8000000000000003,Medium,2.2246575342465755,4191320.19,8.357533195716705
2829,INV102828,Rahul Verma,26,Kolkata,Gujarat,Equity,High,650348.0,108998.32,1.389,2019-08-04,2020-12-23,16.75999926193361,650348.0,3,3,3.0,High,1.389041095890411,759346.3200000001,11.801191239177422
2830,INV102829,Kavita Kulkarni,58,Jaipur,Rajasthan,Gold,Medium,4673811.0,279493.9,1.6438,2019-11-03,2021-06-25,5.980000047070796,4673811.0,2,1,1.6,Low,1.643835616438356,4953304.9,3.5963724927037255
2831,INV102830,Sneha Verma,41,Delhi,West Bengal,Gold,Medium,4137047.0,316070.39,1.1205,2019-04-29,2020-06-11,7.639999980662536,4137047.0,2,1,1.6,Low,1.1205479452054794,4453117.39,6.790833638970439
2832,INV102831,Deepak Gupta,26,Nagpur,Gujarat,Equity,High,3313891.0,293279.35,4.3096,2020-12-17,2025-04-08,8.849999894383972,3313891.0,3,2,2.5999999999999996,High,4.30958904109589,3607170.35,1.9872061588994017
2833,INV102832,Neha Agarwal,55,Kolkata,Delhi,ETF,Medium,4120350.0,186239.82,3.6384,2020-12-17,2024-08-06,4.5200000000000005,4120350.0,2,1,1.6,Low,3.638356164383562,4306589.82,1.2224730742138368
2834,INV102833,Vikas Deshmukh,50,Delhi,Delhi,Mutual Fund,Medium,4744541.0,770513.46,4.3644,2018-11-24,2023-04-05,16.240000033722964,4744541.0,2,3,2.4000000000000004,High,4.364383561643836,5515054.46,3.5082011561874626
2835,INV102834,Prakash Verma,38,Kolkata,Gujarat,Fixed Deposit,Low,4073194.0,348665.41,3.9205,2021-04-19,2025-03-20,8.56000008838273,4073194.0,1,2,1.4,Low,3.9205479452054797,4421859.41,2.1170301810315317
2836,INV102835,Swati Verma,27,Hyderabad,Delhi,Equity,High,3005705.0,616169.53,3.7452,2018-01-24,2021-10-22,20.500000166350326,3005705.0,3,3,3.0,High,3.745205479452055,3621874.5300000003,5.105197682392615
2837,INV102836,Deepak Joshi,44,Ahmedabad,Tamil Nadu,Fixed Deposit,Low,2442510.0,115530.72,3.9589,2020-07-20,2024-07-04,4.729999877175529,2442510.0,1,1,1.0,Low,3.958904109589041,2558040.72,1.1742196503612412
2838,INV102837,Anjali Deshmukh,52,Bengaluru,Maharashtra,Debt Fund,Low,289171.0,23422.85,2.9699,2022-04-24,2025-04-12,8.099999654183856,289171.0,1,2,1.4,Low,2.96986301369863,312593.85,2.6572550297117026
2839,INV102838,Deepak Verma,53,Chennai,Tamil Nadu,Mutual Fund,Medium,1284615.0,162246.87,1.0548,2021-06-12,2022-07-02,12.629999649700494,1284615.0,2,2,2.0,Medium,1.0547945205479452,1446861.87,11.936250094025747
2840,INV102839,Nikita Joshi,42,Bengaluru,Maharashtra,Fixed Deposit,Low,893797.0,104574.25,5.1863,2019-10-29,2025-01-03,11.700000111882227,893797.0,1,2,1.4,Low,5.186301369863013,998371.25,2.1563584348307963
2841,INV102840,Vikas Sharma,54,Chennai,Maharashtra,ETF,Medium,2846192.0,624454.52,2.1205,2018-02-19,2020-04-03,21.939999831353614,2846192.0,2,3,2.4000000000000004,High,2.1205479452054794,3470646.52,9.80560150831038
2842,INV102841,Pooja Patil,38,Nagpur,Gujarat,Gold,Medium,1496166.0,173854.49,1.6959,2018-04-21,2019-12-31,11.620000053470001,1496166.0,2,2,2.0,Medium,1.6958904109589041,1670020.49,6.696849031746033
2843,INV102842,Pooja Agarwal,47,Mumbai,Telangana,Equity,High,378935.0,80599.47,2.3781,2018-12-05,2021-04-21,21.269998812461242,378935.0,3,3,3.0,High,2.378082191780822,459534.47,8.44733209146835
2844,INV102843,Vikas Mehta,38,Mumbai,Delhi,Mutual Fund,Medium,1184314.0,218624.36,1.337,2022-06-16,2023-10-17,18.459999628476904,1184314.0,2,3,2.4000000000000004,High,1.336986301369863,1402938.3599999999,13.508408236518576
2845,INV102844,Amit Sharma,43,Delhi,Delhi,ETF,Medium,3197103.0,251612.01,2.8301,2023-03-02,2025-12-29,7.870000121985435,3197103.0,2,1,1.6,Low,2.83013698630137,3448715.01,2.712930204142161
2846,INV102845,Shilpa Patil,28,Ahmedabad,Delhi,ETF,Medium,1374669.0,228195.05,3.1562,2021-11-19,2025-01-14,16.599999709020864,1374669.0,2,3,2.4000000000000004,High,3.1561643835616437,1602864.05,4.986337860499979
2847,INV102846,Prakash Joshi,43,Delhi,West Bengal,Gold,Medium,2192410.0,446813.16,2.9425,2023-05-22,2026-04-30,20.380000091223813,2192410.0,2,3,2.4000000000000004,High,2.9424657534246577,2639223.16,6.506588659235724
2848,INV102847,Anil Kulkarni,46,Delhi,Delhi,Debt Fund,Low,4271943.0,632247.56,3.9479,2021-04-16,2025-03-27,14.799999906365793,4271943.0,1,2,1.4,Low,3.947945205479452,4904190.5600000005,3.5578581955787225
2849,INV102848,Shilpa Patil,52,Nagpur,West Bengal,Equity,High,4694482.0,320163.67,2.0521,2021-10-21,2023-11-09,6.8199999488761485,4694482.0,3,1,2.1999999999999997,Medium,2.052054794520548,5014645.67,3.267311256840677
2850,INV102849,Sneha Joshi,58,Hyderabad,West Bengal,Fixed Deposit,Low,1749089.0,344045.81,4.8466,2020-08-14,2025-06-18,19.670000211538692,1749089.0,1,3,1.8000000000000003,Medium,4.846575342465753,2093134.81,3.774536798352468
2851,INV102850,Nikita Gupta,44,Ahmedabad,Rajasthan,Gold,Medium,649944.0,135578.32,5.0822,2020-05-16,2025-06-14,20.860000246175055,649944.0,2,3,2.4000000000000004,High,5.082191780821918,785522.3200000001,3.7983320928290043
2852,INV102851,Priya Kulkarni,62,Hyderabad,Maharashtra,Fixed Deposit,Low,3040249.0,129818.63,3.874,2019-08-26,2023-07-10,4.269999924348302,3040249.0,1,1,1.0,Low,3.873972602739726,3170067.63,1.0851902242411393
2853,INV102852,Neha Sharma,53,Jaipur,West Bengal,Debt Fund,Low,2341675.0,215199.93,2.3315,2018-03-26,2020-07-24,9.189999893238813,2341675.0,1,2,1.4,Low,2.3315068493150686,2556874.93,3.842923111205865
2854,INV102853,Rahul Joshi,33,Kolkata,Rajasthan,Debt Fund,Low,1964376.0,208813.17,1.4356,2020-11-12,2022-04-20,10.630000061088102,1964376.0,1,2,1.4,Low,1.4356164383561645,2173189.17,7.290268061297378
2855,INV102854,Swati Patil,48,Pune,Karnataka,Mutual Fund,Medium,3991868.0,610755.8,3.0877,2019-07-11,2022-08-11,15.299999899796287,3991868.0,2,3,2.4000000000000004,High,3.0876712328767124,4602623.8,4.718780471250117
2856,INV102855,Ritu Khan,55,Mumbai,Rajasthan,Equity,High,1444741.0,279268.44,2.3918,2022-07-22,2024-12-11,19.330000325317826,1444741.0,3,3,3.0,High,2.3917808219178083,1724009.44,7.668561556263476
2857,INV102856,Prakash Khan,51,Bengaluru,Delhi,Gold,Medium,2976075.0,597298.25,4.0712,2019-08-06,2023-08-31,20.069999915996743,2976075.0,2,3,2.4000000000000004,High,4.071232876712329,3573373.25,4.595058802818586
2858,INV102857,Ritu Verma,34,Hyderabad,Telangana,Debt Fund,Low,1856565.0,300763.53,4.6959,2020-05-13,2025-01-21,16.2,1856565.0,1,3,1.8000000000000003,Medium,4.695890410958904,2157328.5300000003,3.2489837536066934
2859,INV102858,Amit Agarwal,44,Nagpur,Karnataka,Gold,Medium,1615627.0,290489.73,4.5014,2019-06-24,2023-12-23,17.979999715280815,1615627.0,2,3,2.4000000000000004,High,4.501369863013698,1906116.73,3.741509750058025
2860,INV102859,Pooja Verma,65,Bengaluru,Delhi,Gold,Medium,4248975.0,473760.71,2.5863,2018-05-09,2020-12-08,11.149999941162282,4248975.0,2,2,2.0,Medium,2.5863013698630137,4722735.71,4.172002348395987
2861,INV102860,Priya Deshmukh,43,Hyderabad,West Bengal,Debt Fund,Low,614609.0,30791.91,2.8849,2020-01-17,2022-12-05,5.0099998535654375,614609.0,1,1,1.0,Low,2.884931506849315,645400.91,1.7089462646060705
2862,INV102861,Deepak Deshmukh,48,Chennai,Gujarat,Fixed Deposit,Low,1771499.0,376443.54,4.7205,2021-02-17,2025-11-06,21.250000141123422,1771499.0,1,3,1.8000000000000003,Medium,4.720547945205479,2147942.54,4.166273056713954
2863,INV102862,Swati Verma,26,Mumbai,Tamil Nadu,Mutual Fund,Medium,3187362.0,562888.13,5.1726,2022-07-04,2027-09-04,17.660000025099126,3187362.0,2,3,2.4000000000000004,High,5.1726027397260275,3750250.13,3.193991493123538
2864,INV102863,Neha Patil,30,Jaipur,Telangana,Mutual Fund,Medium,944861.0,100816.67,4.137,2020-08-23,2024-10-11,10.670000137586374,944861.0,2,2,2.0,Medium,4.136986301369863,1045677.67,2.4809143532068534
2865,INV102864,Sunil Verma,51,Ahmedabad,West Bengal,ETF,Medium,3418839.0,682742.15,4.8247,2021-06-15,2026-04-11,19.970000049724483,3418839.0,2,3,2.4000000000000004,High,4.824657534246575,4101581.15,3.845881959182962
2866,INV102865,Deepak Khan,30,Pune,West Bengal,Mutual Fund,Medium,938156.0,43155.18,4.0959,2022-04-11,2026-05-15,4.6000004263683225,938156.0,2,1,1.6,Low,4.095890410958904,981311.18,1.1040623127546834
2867,INV102866,Deepak Deshmukh,38,Delhi,Rajasthan,Fixed Deposit,Low,1556969.0,176093.19,4.9726,2021-06-05,2026-05-25,11.309999749513318,1556969.0,1,2,1.4,Low,4.972602739726027,1733062.19,2.1781684569402993
2868,INV102867,Anjali Joshi,35,Ahmedabad,Telangana,Fixed Deposit,Low,220459.0,35229.35,4.1425,2021-01-17,2025-03-09,15.980000816478345,220459.0,1,3,1.8000000000000003,Medium,4.142465753424657,255688.35,3.6435352935114684
2869,INV102868,Anjali Agarwal,50,Bengaluru,Karnataka,ETF,Medium,3973151.0,530812.97,5.3342,2020-04-24,2025-08-23,13.359999909391815,3973151.0,2,2,2.0,Medium,5.3342465753424655,4503963.97,2.3786671436843543
2870,INV102869,Vikas Agarwal,52,Kolkata,Tamil Nadu,Mutual Fund,Medium,2151069.0,201770.27,2.6493,2019-01-16,2021-09-09,9.37999989772527,2151069.0,2,2,2.0,Medium,2.649315068493151,2352839.27,3.4421057835878788
2871,INV102870,Priya Deshmukh,35,Jaipur,Gujarat,Gold,Medium,3664733.0,349249.05,3.5973,2019-06-12,2023-01-15,9.529999866293123,3664733.0,2,2,2.0,Medium,3.5972602739726027,4013982.05,2.5627782668284693
2872,INV102871,Anjali Kulkarni,42,Bengaluru,Gujarat,Fixed Deposit,Low,2945270.0,392604.49,3.6603,2021-01-30,2024-09-27,13.329999966047254,2945270.0,1,2,1.4,Low,3.66027397260274,3337874.49,3.4778076352459664
2873,INV102872,Deepak Khan,64,Delhi,Delhi,Debt Fund,Low,940815.0,89471.51,4.4192,2020-02-26,2024-07-27,9.510000372017878,940815.0,1,2,1.4,Low,4.419178082191781,1030286.51,2.076989895289505
2874,INV102873,Rajesh Sharma,34,Jaipur,Maharashtra,Fixed Deposit,Low,3867183.0,435444.81,4.4493,2019-02-06,2023-07-19,11.260000108606187,3867183.0,1,2,1.4,Low,4.449315068493151,4302627.81,2.4270993528485496
2875,INV102874,Sneha Joshi,29,Ahmedabad,Karnataka,Mutual Fund,Medium,3345991.0,295451.01,3.189,2020-03-06,2023-05-14,8.830000140466607,3345991.0,2,2,2.0,Medium,3.1890410958904107,3641442.01,2.68887843373673
2876,INV102875,Anil Kulkarni,49,Nagpur,Karnataka,Equity,High,1423848.0,119176.08,4.6219,2021-07-14,2026-02-25,8.370000168557318,1423848.0,3,2,2.5999999999999996,High,4.6219178082191785,1543024.08,1.7543399114654301
2877,INV102876,Rahul Agarwal,29,Ahmedabad,Gujarat,Gold,Medium,1943058.0,158359.23,2.5123,2022-05-04,2024-11-06,8.150000154395803,1943058.0,2,2,2.0,Medium,2.5123287671232877,2101417.23,3.1677165691948117
2878,INV102877,Rajesh Gupta,45,Hyderabad,Rajasthan,ETF,Medium,4569010.0,975483.64,1.2877,2019-05-16,2020-08-28,21.350000109432898,4569010.0,2,3,2.4000000000000004,High,1.2876712328767124,5544493.64,16.215735837062905
2879,INV102878,Amit Sharma,47,Pune,Karnataka,Gold,Medium,3319219.0,626004.7,4.1507,2020-02-29,2024-04-23,18.85999989756626,3319219.0,2,3,2.4000000000000004,High,4.1506849315068495,3945223.7,4.250444186508173
2880,INV102879,Rajesh Deshmukh,51,Nagpur,Rajasthan,Equity,High,4217954.0,663484.16,4.3753,2019-06-08,2023-10-22,15.729999900425657,4217954.0,3,3,3.0,High,4.375342465753425,4881438.16,3.395299836743426
2881,INV102880,Rajesh Patil,27,Bengaluru,Karnataka,Equity,High,1100692.0,94659.51,2.4082,2019-01-31,2021-06-28,8.599999818296126,1100692.0,3,2,2.5999999999999996,High,2.408219178082192,1195351.51,3.4851756177313398
2882,INV102881,Pooja Patil,28,Hyderabad,Delhi,ETF,Medium,4479042.0,526735.34,1.5589,2022-01-05,2023-07-28,11.76000001786096,4479042.0,2,2,2.0,Medium,1.558904109589041,5005777.34,7.392654082860495
2883,INV102882,Amit Gupta,51,Pune,Telangana,Mutual Fund,Medium,4995340.0,1072999.03,4.6877,2023-04-18,2027-12-24,21.479999959962687,4995340.0,2,3,2.4000000000000004,High,4.6876712328767125,6068339.03,4.238230057312387
2884,INV102883,Deepak Patil,36,Chennai,Gujarat,ETF,Medium,4791338.0,467155.46,2.474,2021-07-05,2023-12-25,9.750000104354985,4791338.0,2,2,2.0,Medium,2.473972602739726,5258493.46,3.832148814504621
2885,INV102884,Rahul Kulkarni,33,Delhi,Delhi,Equity,High,1761680.0,341413.58,5.0192,2021-11-17,2026-11-23,19.37999977294401,1761680.0,3,3,3.0,High,5.019178082191781,2103093.58,3.592311610763077
2886,INV102885,Rahul Sharma,48,Nagpur,Delhi,Fixed Deposit,Low,4439659.0,669500.58,3.7534,2022-08-14,2026-05-15,15.080000063067905,4439659.0,1,3,1.8000000000000003,Medium,3.7534246575342465,5109159.58,3.8130105796049696
2887,INV102886,Swati Agarwal,48,Hyderabad,Karnataka,Gold,Medium,4051445.0,818391.89,2.6575,2022-09-03,2025-04-30,20.200000000000003,4051445.0,2,3,2.4000000000000004,High,2.6575342465753424,4869836.89,7.168498263445877
2888,INV102887,Prakash Deshmukh,45,Mumbai,Tamil Nadu,Equity,High,1711546.0,176631.55,1.6329,2018-07-15,2020-03-02,10.320000163594784,1711546.0,3,2,2.5999999999999996,High,1.632876712328767,1888177.55,6.199421759873047
2889,INV102888,Sunil Sharma,52,Mumbai,Karnataka,Mutual Fund,Medium,4219274.0,724449.35,1.6904,2020-01-21,2021-09-29,17.17000009954319,4219274.0,2,3,2.4000000000000004,High,1.6904109589041096,4943723.35,9.827192463085854
2890,INV102889,Anjali Verma,43,Delhi,Karnataka,Equity,High,4811718.0,701548.48,2.126,2022-07-04,2024-08-18,14.579999908556568,4811718.0,3,2,2.5999999999999996,High,2.126027397260274,5513266.48,6.611111736642816
2891,INV102890,Vikas Agarwal,52,Hyderabad,Gujarat,Equity,High,893608.0,133773.12,1.4877,2019-05-25,2020-11-18,14.970000268574141,893608.0,3,2,2.5999999999999996,High,1.4876712328767123,1027381.12,9.83086636965309
2892,INV102891,Neha Joshi,26,Nagpur,Tamil Nadu,Gold,Medium,1888176.0,212042.16,2.9945,2023-06-06,2026-06-03,11.22999974578641,1888176.0,2,2,2.0,Medium,2.9945205479452053,2100218.16,3.6180714226907496
2893,INV102892,Sunil Agarwal,65,Mumbai,Karnataka,Gold,Medium,3038470.0,203577.49,1.3014,2018-10-12,2020-01-30,6.699999999999999,3038470.0,2,1,1.6,Low,1.3013698630136987,3242047.49,5.109539363460902
2894,INV102893,Sneha Joshi,56,Chennai,Maharashtra,Debt Fund,Low,1145686.0,47431.4,5.1973,2019-12-31,2025-03-11,4.13999996508642,1145686.0,1,1,1.0,Low,5.197260273972603,1193117.4,0.7835799224327422
2895,INV102894,Shilpa Verma,49,Jaipur,Telangana,Mutual Fund,Medium,837662.0,150025.26,4.9151,2018-06-20,2023-05-19,17.90999949860445,837662.0,2,3,2.4000000000000004,High,4.9150684931506845,987687.26,3.4087775076652393
2896,INV102895,Sunil Sharma,65,Bengaluru,Tamil Nadu,ETF,Medium,3261635.0,599814.68,2.2877,2022-07-04,2024-10-16,18.390000107308147,3261635.0,2,3,2.4000000000000004,High,2.287671232876712,3861449.68,7.658390652190894
2897,INV102896,Ritu Sharma,53,Delhi,Karnataka,Equity,High,2881601.0,617527.09,2.8548,2020-05-07,2023-03-15,21.429999850777396,2881601.0,3,3,3.0,High,2.8547945205479452,3499128.09,7.0380962341549
2898,INV102897,Rajesh Agarwal,58,Hyderabad,Delhi,Fixed Deposit,Low,2105909.0,96450.63,4.8329,2020-03-21,2025-01-18,4.5799998955320484,2105909.0,1,1,1.0,Low,4.832876712328767,2202359.63,0.9309209755624215
2899,INV102898,Neha Kulkarni,59,Hyderabad,Delhi,Equity,High,489585.0,46412.66,1.3616,2021-08-29,2023-01-08,9.480000408509248,489585.0,3,2,2.5999999999999996,High,1.3616438356164384,535997.66,6.877853576647341
2900,INV102899,Sunil Agarwal,37,Mumbai,West Bengal,Gold,Medium,1796866.0,163874.18,2.389,2022-01-21,2024-06-11,9.120000044521962,1796866.0,2,2,2.0,Medium,2.389041095890411,1960740.18,3.7208171056879236
2901,INV102900,Amit Khan,59,Pune,Gujarat,Debt Fund,Low,3289562.0,546067.29,1.2959,2021-12-05,2023-03-23,16.599999939201634,3289562.0,1,3,1.8000000000000003,Medium,1.295890410958904,3835629.29,12.582083824841895
2902,INV102901,Anjali Sharma,42,Mumbai,Delhi,Mutual Fund,Medium,3966261.0,182051.38,5.411,2018-07-16,2023-12-12,4.590000002521267,3966261.0,2,1,1.6,Low,5.410958904109589,4148312.38,0.8328353661481991
2903,INV102902,Deepak Khan,55,Kolkata,West Bengal,Gold,Medium,1622850.0,226063.01,2.2548,2022-07-07,2024-10-07,13.930000308099949,1622850.0,2,2,2.0,Medium,2.254794520547945,1848913.01,5.954391656579561
2904,INV102903,Nikita Verma,56,Jaipur,Telangana,Equity,High,4008539.0,433323.07,2.989,2018-03-17,2021-03-12,10.810000102281654,4008539.0,3,2,2.5999999999999996,High,2.989041095890411,4441862.07,3.4937521733235055
2905,INV102904,Swati Verma,49,Delhi,Delhi,Gold,Medium,780402.0,169035.07,3.0356,2022-01-16,2025-01-28,21.65999958995492,780402.0,2,3,2.4000000000000004,High,3.0356164383561643,949437.0700000001,6.671792913500929
2906,INV102905,Rajesh Kulkarni,27,Hyderabad,Tamil Nadu,Debt Fund,Low,3352379.0,307748.39,4.3781,2020-11-29,2025-04-15,9.179999934374962,3352379.0,1,2,1.4,Low,4.3780821917808215,3660127.39,2.0263341847060135
2907,INV102906,Amit Mehta,49,Mumbai,Tamil Nadu,Gold,Medium,3002205.0,428714.87,3.6192,2020-01-25,2023-09-07,14.279999866764594,3002205.0,2,2,2.0,Medium,3.6191780821917807,3430919.87,3.7570254661632108
2908,INV102907,Anil Patil,53,Jaipur,Karnataka,Gold,Medium,303599.0,37767.72,3.3863,2019-10-19,2023-03-08,12.440001449280135,303599.0,2,2,2.0,Medium,3.3863013698630136,341366.72,3.5231084268025903
2909,INV102908,Suresh Verma,60,Ahmedabad,Maharashtra,ETF,Medium,1279365.0,276470.78,3.1479,2021-09-08,2024-10-31,21.61000027357322,1279365.0,2,3,2.4000000000000004,High,3.147945205479452,1555835.78,6.4123379167233985
2910,INV102909,Swati Kulkarni,61,Ahmedabad,Delhi,ETF,Medium,2047841.0,242669.16,1.3808,2021-08-22,2023-01-08,11.850000073247873,2047841.0,2,2,2.0,Medium,1.3808219178082193,2290510.16,8.448235894892875
2911,INV102910,Kavita Patil,58,Hyderabad,Rajasthan,Gold,Medium,610950.0,120357.15,4.8712,2020-10-20,2025-09-02,19.7,610950.0,2,3,2.4000000000000004,High,4.8712328767123285,731307.15,3.7604152889941567
2912,INV102911,Anjali Patil,49,Pune,Delhi,Fixed Deposit,Low,4358769.0,790244.82,4.3014,2021-10-06,2026-01-23,18.13000000688268,4358769.0,1,3,1.8000000000000003,Medium,4.301369863013699,5149013.82,3.9495455945033564
2913,INV102912,Deepak Gupta,63,Chennai,Delhi,Fixed Deposit,Low,3565779.0,339105.58,3.5205,2020-10-02,2024-04-09,9.509999918671348,3565779.0,1,2,1.4,Low,3.5205479452054793,3904884.58,2.614023189369541
2914,INV102913,Deepak Gupta,50,Jaipur,Rajasthan,Debt Fund,Low,1452388.0,67681.28,1.674,2023-01-21,2024-09-23,4.6599999449183,1452388.0,1,1,1.0,Low,1.673972602739726,1520069.28,2.758235716073121
2915,INV102914,Sneha Mehta,42,Kolkata,Telangana,Debt Fund,Low,1665557.0,172052.04,1.5918,2020-01-01,2021-08-04,10.330000114075952,1665557.0,1,2,1.4,Low,1.5917808219178082,1837609.04,6.3705224313209685
2916,INV102915,Rajesh Joshi,53,Kolkata,Rajasthan,Fixed Deposit,Low,4822095.0,306203.03,3.7863,2022-01-28,2025-11-10,6.349999948155315,4822095.0,1,1,1.0,Low,3.786301369863014,5128298.03,1.6392938686448977
2917,INV102916,Pooja Agarwal,63,Pune,Karnataka,Debt Fund,Low,2994181.0,472481.76,2.3178,2021-01-04,2023-04-30,15.779999939883393,2994181.0,1,3,1.8000000000000003,Medium,2.317808219178082,3466662.76,6.5256490612930484
2918,INV102917,Kavita Kulkarni,52,Nagpur,Gujarat,Gold,Medium,502799.0,96336.29,4.9096,2018-05-07,2023-04-03,19.16000031821861,502799.0,2,3,2.4000000000000004,High,4.909589041095891,599135.29,3.6350092434158876
2919,INV102918,Deepak Gupta,40,Delhi,Delhi,Mutual Fund,Medium,946977.0,134754.83,2.0603,2021-03-24,2023-04-15,14.230000306237637,946977.0,2,2,2.0,Medium,2.0602739726027397,1081731.83,6.670639861890537
2920,INV102919,Shilpa Patil,57,Hyderabad,Telangana,Mutual Fund,Medium,4213027.0,590666.39,3.2055,2021-08-06,2024-10-19,14.020000109185155,4213027.0,2,2,2.0,Medium,3.2054794520547945,4803693.39,4.178028754452012
2921,INV102920,Nikita Kulkarni,60,Bengaluru,Rajasthan,Fixed Deposit,Low,2980679.0,214608.89,1.7616,2018-04-20,2020-01-23,7.200000067098805,2980679.0,1,1,1.0,Low,1.7616438356164383,3195287.89,4.0255736444150925
2922,INV102921,Swati Deshmukh,43,Pune,Rajasthan,Mutual Fund,Medium,1762768.0,247668.9,4.726,2022-10-17,2027-07-08,14.04999977308415,1762768.0,2,2,2.0,Medium,4.726027397260274,2010436.9,2.820812672940609
2923,INV102922,Anjali Mehta,57,Hyderabad,Maharashtra,Mutual Fund,Medium,1585817.0,291948.91,1.463,2019-03-29,2020-09-13,18.410000018917692,1585817.0,2,3,2.4000000000000004,High,1.463013698630137,1877765.91,12.243828178914317
2924,INV102923,Rahul Gupta,45,Kolkata,Rajasthan,Fixed Deposit,Low,2522830.0,412230.42,3.0932,2020-06-18,2023-07-22,16.33999992072395,2522830.0,1,3,1.8000000000000003,Medium,3.0931506849315067,2935060.42,5.014646062795491
2925,INV102924,Deepak Kulkarni,45,Hyderabad,Telangana,Fixed Deposit,Low,2722081.0,208783.61,2.6877,2021-10-02,2024-06-09,7.669999900811181,2722081.0,1,1,1.0,Low,2.6876712328767125,2930864.61,2.7877732556540913
2926,INV102925,Swati Patil,54,Mumbai,Tamil Nadu,Fixed Deposit,Low,841656.0,44102.77,1.1753,2019-12-22,2021-02-23,5.239999477221097,841656.0,1,1,1.0,Low,1.1753424657534246,885758.77,4.4411891351565425
2927,INV102926,Pooja Agarwal,36,Delhi,Telangana,Fixed Deposit,Low,1777856.0,192897.38,3.5288,2020-02-04,2023-08-15,10.8500002249901,1777856.0,1,2,1.4,Low,3.5287671232876714,1970753.38,2.9621090673358053
2928,INV102927,Shilpa Joshi,45,Mumbai,Gujarat,Fixed Deposit,Low,4694959.0,507055.57,1.0247,2020-08-01,2021-08-10,10.799999957401118,4694959.0,1,2,1.4,Low,1.0246575342465754,5202014.57,10.52688943377622
2929,INV102928,Rajesh Verma,28,Mumbai,Tamil Nadu,Mutual Fund,Medium,2111170.0,378532.78,2.5288,2023-02-19,2025-08-30,17.9299999526329,2111170.0,2,3,2.4000000000000004,High,2.5287671232876714,2489702.7800000003,6.739165135242997
2930,INV102929,Anil Verma,25,Ahmedabad,Delhi,Fixed Deposit,Low,4175724.0,362870.42,4.2795,2019-07-25,2023-11-03,8.690000105370949,4175724.0,1,2,1.4,Low,4.279452054794521,4538594.42,1.9662844052570794
2931,INV102930,Deepak Patil,65,Hyderabad,Rajasthan,Debt Fund,Low,3686799.0,553019.85,1.6356,2021-08-06,2023-03-26,15.0,3686799.0,1,2,1.4,Low,1.6356164383561644,4239818.85,8.920611253075062
2932,INV102931,Suresh Gupta,56,Delhi,Tamil Nadu,Gold,Medium,2772670.0,508507.68,1.5644,2018-06-08,2019-12-31,18.340000072132636,2772670.0,2,3,2.4000000000000004,High,1.5643835616438355,3281177.68,11.36477607754287
2933,INV102932,Prakash Patil,49,Bengaluru,West Bengal,Debt Fund,Low,646363.0,100638.72,3.3096,2022-09-11,2026-01-01,15.570000139240644,646363.0,1,3,1.8000000000000003,Medium,3.3095890410958906,747001.72,4.469326963533593
2934,INV102933,Neha Kulkarni,49,Nagpur,Telangana,Fixed Deposit,Low,1564544.0,63520.49,2.2932,2018-09-10,2020-12-25,4.060000230098994,1564544.0,1,1,1.0,Low,2.293150684931507,1628064.49,1.750640288513372
